id,name,size,project,trimmed_read_count,p1_1,Is FFPE,passage,sample_id,prop_ribosomal_bases,sample_type,library_prep_kit,RestrictiveIRB,prop_usable_bases,aliquot_id,intervals_file,case_id,cds_status,perc_human_reads,num_human_reads,sample_name,disease_type,mean_coverage,capture_assembly,Generalized_Sample_Type,prop_correct_strand_reads,patient_id,t1,t2,X__inherit__,t3,quality_scale,p0,t4,p0_2,p0_1,p1,t5,lib_prep_kit,p2,reference_name,p3,gender,p4,p5,p6,platform,contributor,library_id,reference_genome,file_format,dbgap_accession,Center,prop_duplication,platform_unit_id,capture_kit,dbgap_upload,model_id,paired_end,__inherit__,update_manifest,species,tumor_id,investigation,prop_20x_cov,experimental_strategy
6053a7671f537262530d892b,WUSTL/dbGaP_batch1/WES/WU-L009-T1-X1P10.WES.r1.fastq.gz,3697178847,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L009,,,,,,,,,,WU-L009,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L009-T1,,,,,WU-L009-T1,,,WES
6053a7671f537262530d8931,WUSTL/dbGaP_batch1/WES/WU-L009-T1-X1P10.WES.r2.fastq.gz,3730413099,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L009,,,,,,,,,,WU-L009,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L009-T1,,,,,WU-L009-T1,,,WES
6053a7671f537262530d8932,WUSTL/dbGaP_batch1/WES/WU-L009-T1.WES.r1.fastq.gz,3088898544,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L009,,,,,,,,,,WU-L009,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7671f537262530d8984,WUSTL/dbGaP_batch1/WES/WU-L009-T1.WES.r2.fastq.gz,3154154377,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L009,,,,,,,,,,WU-L009,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7671f537262530d8953,WUSTL/dbGaP_batch1/WES/WU-L015-N1.WES.r1.fastq.gz,1888154485,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L015,,,,,,,,,,WU-L015,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7671f537262530d8991,WUSTL/dbGaP_batch1/WES/WU-L015-N1.WES.r2.fastq.gz,1919976440,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L015,,,,,,,,,,WU-L015,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7671f537262530d8936,WUSTL/dbGaP_batch1/WES/WU-L015-T1-X1P0.WES.r1.fastq.gz,1463384553,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L015,,,,,,,,,,WU-L015,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L015-T1,,,,,WU-L015-T1,,,WES
6053a7671f537262530d8937,WUSTL/dbGaP_batch1/WES/WU-L015-T1-X1P0.WES.r2.fastq.gz,1489862332,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L015,,,,,,,,,,WU-L015,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L015-T1,,,,,WU-L015-T1,,,WES
6053a7661f537262530d82d1,WUSTL/dbGaP_batch1/WES/WU-L015-T1.WES.r1.fastq.gz,1359881304,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L015,,,,,,,,,,WU-L015,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d80bc,WUSTL/dbGaP_batch1/WES/WU-L015-T1.WES.r2.fastq.gz,1398261759,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L015,,,,,,,,,,WU-L015,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82b2,WUSTL/dbGaP_batch1/WES/WU-L016-N1.WES.r1.fastq.gz,1345159029,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L016,,,,,,,,,,WU-L016,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82cf,WUSTL/dbGaP_batch1/WES/WU-L016-N1.WES.r2.fastq.gz,1371636191,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L016,,,,,,,,,,WU-L016,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d80c3,WUSTL/dbGaP_batch1/WES/WU-L016-T1-X1P0.WES.r1.fastq.gz,2517085080,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L016,,,,,,,,,,WU-L016,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L016-T1,,,,,WU-L016-T1,,,WES
6053a7661f537262530d80a2,WUSTL/dbGaP_batch1/WES/WU-L016-T1-X1P0.WES.r2.fastq.gz,2535174621,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L016,,,,,,,,,,WU-L016,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L016-T1,,,,,WU-L016-T1,,,WES
6053a7661f537262530d82d2,WUSTL/dbGaP_batch1/WES/WU-L016-T1.WES.r1.fastq.gz,1268399691,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L016,,,,,,,,,,WU-L016,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82e9,WUSTL/dbGaP_batch1/WES/WU-L016-T1.WES.r2.fastq.gz,1291141022,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L016,,,,,,,,,,WU-L016,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82c3,WUSTL/dbGaP_batch1/WES/WU-L019-N1.WES.r1.fastq.gz,7318670932,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L019,,,,,,,,,,WU-L019,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d80cd,WUSTL/dbGaP_batch1/WES/WU-L019-N1.WES.r2.fastq.gz,7538273441,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L019,,,,,,,,,,WU-L019,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82a7,WUSTL/dbGaP_batch1/WES/WU-L019-T1-X1P0.WES.r1.fastq.gz,1243680695,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L019,,,,,,,,,,WU-L019,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L019-T1,,,,,WU-L019-T1,,,WES
6053a7661f537262530d828e,WUSTL/dbGaP_batch1/WES/WU-L019-T1-X1P0.WES.r2.fastq.gz,1258961451,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L019,,,,,,,,,,WU-L019,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L019-T1,,,,,WU-L019-T1,,,WES
6053a7661f537262530d81f6,WUSTL/dbGaP_batch1/WES/WU-L020-N1.WES.r1.fastq.gz,1666861757,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L020,,,,,,,,,,WU-L020,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82d9,WUSTL/dbGaP_batch1/WES/WU-L020-N1.WES.r2.fastq.gz,1679067072,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L020,,,,,,,,,,WU-L020,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82a0,WUSTL/dbGaP_batch1/WES/WU-L020-T1-X1P0.WES.r1.fastq.gz,1579233046,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L020,,,,,,,,,,WU-L020,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L020-T1,,,,,WU-L020-T1,,,WES
6053a7661f537262530d8204,WUSTL/dbGaP_batch1/WES/WU-L020-T1-X1P0.WES.r2.fastq.gz,1612886642,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L020,,,,,,,,,,WU-L020,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L020-T1,,,,,WU-L020-T1,,,WES
6053a7661f537262530d8229,WUSTL/dbGaP_batch1/WES/WU-L020-T1.WES.r1.fastq.gz,1496121141,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L020,,,,,,,,,,WU-L020,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8274,WUSTL/dbGaP_batch1/WES/WU-L020-T1.WES.r2.fastq.gz,1543216853,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L020,,,,,,,,,,WU-L020,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8279,WUSTL/dbGaP_batch1/WES/WU-L021-N1.WES.r1.fastq.gz,1375906619,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L021,,,,,,,,,,WU-L021,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8118,WUSTL/dbGaP_batch1/WES/WU-L021-N1.WES.r2.fastq.gz,1409342190,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L021,,,,,,,,,,WU-L021,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8211,WUSTL/dbGaP_batch1/WES/WU-L021-T1-X1P0.WES.r1.fastq.gz,1390412824,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L021,,,,,,,,,,WU-L021,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L021-T1,,,,,WU-L021-T1,,,WES
6053a7661f537262530d8145,WUSTL/dbGaP_batch1/WES/WU-L021-T1-X1P0.WES.r2.fastq.gz,1416503249,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L021,,,,,,,,,,WU-L021,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L021-T1,,,,,WU-L021-T1,,,WES
6053a7661f537262530d8269,WUSTL/dbGaP_batch1/WES/WU-L021-T1.WES.r1.fastq.gz,1874355013,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L021,,,,,,,,,,WU-L021,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8222,WUSTL/dbGaP_batch1/WES/WU-L021-T1.WES.r2.fastq.gz,1904923955,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L021,,,,,,,,,,WU-L021,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d81ea,WUSTL/dbGaP_batch1/WES/WU-L022-N1.WES.r1.fastq.gz,1567361615,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L022,,,,,,,,,,WU-L022,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8150,WUSTL/dbGaP_batch1/WES/WU-L022-N1.WES.r2.fastq.gz,1595093545,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L022,,,,,,,,,,WU-L022,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d81eb,WUSTL/dbGaP_batch1/WES/WU-L022-T1-X1P0.WES.r1.fastq.gz,1842607247,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L022,,,,,,,,,,WU-L022,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L022-T1,,,,,WU-L022-T1,,,WES
6053a7661f537262530d8161,WUSTL/dbGaP_batch1/WES/WU-L022-T1-X1P0.WES.r2.fastq.gz,1906575955,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L022,,,,,,,,,,WU-L022,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L022-T1,,,,,WU-L022-T1,,,WES
6053a7661f537262530d8182,WUSTL/dbGaP_batch1/WES/WU-L022-T1.WES.r1.fastq.gz,3604060213,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L022,,,,,,,,,,WU-L022,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8178,WUSTL/dbGaP_batch1/WES/WU-L022-T1.WES.r2.fastq.gz,3727807826,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L022,,,,,,,,,,WU-L022,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8177,WUSTL/dbGaP_batch1/WES/WU-L023-N1.WES.r1.fastq.gz,1796078761,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L023,,,,,,,,,,WU-L023,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8199,WUSTL/dbGaP_batch1/WES/WU-L023-N1.WES.r2.fastq.gz,1811989322,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L023,,,,,,,,,,WU-L023,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d817f,WUSTL/dbGaP_batch1/WES/WU-L023-T1-X1P0.WES.r1.fastq.gz,1895091886,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L023,,,,,,,,,,WU-L023,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L023-T1,,,,,WU-L023-T1,,,WES
6053a7661f537262530d8242,WUSTL/dbGaP_batch1/WES/WU-L023-T1-X1P0.WES.r2.fastq.gz,1925255426,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L023,,,,,,,,,,WU-L023,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L023-T1,,,,,WU-L023-T1,,,WES
6053a7661f537262530d8183,WUSTL/dbGaP_batch1/WES/WU-L023-T1.WES.r1.fastq.gz,1267293362,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L023,,,,,,,,,,WU-L023,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8195,WUSTL/dbGaP_batch1/WES/WU-L023-T1.WES.r2.fastq.gz,1291036115,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L023,,,,,,,,,,WU-L023,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d818a,WUSTL/dbGaP_batch1/WES/WU-L024-N1.WES.r1.fastq.gz,4615434437,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L024,,,,,,,,,,WU-L024,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82ec,WUSTL/dbGaP_batch1/WES/WU-L024-N1.WES.r2.fastq.gz,4647805439,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L024,,,,,,,,,,WU-L024,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82ed,WUSTL/dbGaP_batch1/WES/WU-L024-T1-X1P1.WES.r1.fastq.gz,3314765826,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L024,,,,,,,,,,WU-L024,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L024-T1,,,,,WU-L024-T1,,,WES
6053a7661f537262530d82ef,WUSTL/dbGaP_batch1/WES/WU-L024-T1-X1P1.WES.r2.fastq.gz,3318440569,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L024,,,,,,,,,,WU-L024,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L024-T1,,,,,WU-L024-T1,,,WES
6053a7661f537262530d82eb,WUSTL/dbGaP_batch1/WES/WU-L024-T1.WES.r1.fastq.gz,2323506974,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L024,,,,,,,,,,WU-L024,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82e5,WUSTL/dbGaP_batch1/WES/WU-L024-T1.WES.r2.fastq.gz,2371939616,pdxnet/pdxnet-datapool,,,,,,,Human_tumor,,,,,,WU-L024,,,,,,,,,,WU-L024,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82da,WUSTL/dbGaP_batch1/WES/WU-L026-N1.WES.r1.fastq.gz,1033707568,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L026,,,,,,,,,,WU-L026,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82bc,WUSTL/dbGaP_batch1/WES/WU-L026-N1.WES.r2.fastq.gz,1045337628,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L026,,,,,,,,,,WU-L026,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82be,WUSTL/dbGaP_batch1/WES/WU-L026-T1-X1P6.WES.r1.fastq.gz,1968176007,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L026,,,,,,,,,,WU-L026,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L026-T1,,,,,WU-L026-T1,,,WES
6053a7661f537262530d82b9,WUSTL/dbGaP_batch1/WES/WU-L026-T1-X1P6.WES.r2.fastq.gz,1996048357,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L026,,,,,,,,,,WU-L026,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L026-T1,,,,,WU-L026-T1,,,WES
6053a7661f537262530d82cd,WUSTL/dbGaP_batch1/WES/WU-L026-T1-X2P6.WES.r1.fastq.gz,1849010669,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L026,,,,,,,,,,WU-L026,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L026-T1,,,,,WU-L026-T1,,,WES
6053a7661f537262530d82cc,WUSTL/dbGaP_batch1/WES/WU-L026-T1-X2P6.WES.r2.fastq.gz,1886333520,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L026,,,,,,,,,,WU-L026,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L026-T1,,,,,WU-L026-T1,,,WES
6053a7661f537262530d82c9,WUSTL/dbGaP_batch1/WES/WU-L026-T1-X3P6.WES.r1.fastq.gz,2238353180,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L026,,,,,,,,,,WU-L026,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L026-T1,,,,,WU-L026-T1,,,WES
6053a7661f537262530d82c1,WUSTL/dbGaP_batch1/WES/WU-L026-T1-X3P6.WES.r2.fastq.gz,2255520961,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L026,,,,,,,,,,WU-L026,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L026-T1,,,,,WU-L026-T1,,,WES
6053a7661f537262530d82cb,WUSTL/dbGaP_batch1/WES/WU-L027-T1-X1P0.WES.r1.fastq.gz,2869883245,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L027,,,,,,,,,,WU-L027,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L027-T1,,,,,WU-L027-T1,,,WES
6053a7661f537262530d82bb,WUSTL/dbGaP_batch1/WES/WU-L027-T1-X1P0.WES.r2.fastq.gz,2938531200,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L027,,,,,,,,,,WU-L027,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L027-T1,,,,,WU-L027-T1,,,WES
6053a7661f537262530d82a6,WUSTL/dbGaP_batch1/WES/WU-L028-N1.WES.r1.fastq.gz,1192865837,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L028,,,,,,,,,,WU-L028,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82ba,WUSTL/dbGaP_batch1/WES/WU-L028-N1.WES.r2.fastq.gz,1215703176,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L028,,,,,,,,,,WU-L028,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d82b1,WUSTL/dbGaP_batch1/WES/WU-L028-T1-X1P3.WES.r1.fastq.gz,1917443430,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L028,,,,,,,,,,WU-L028,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L028-T1,,,,,WU-L028-T1,,,WES
6053a7661f537262530d82b5,WUSTL/dbGaP_batch1/WES/WU-L028-T1-X1P3.WES.r2.fastq.gz,1960450922,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L028,,,,,,,,,,WU-L028,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L028-T1,,,,,WU-L028-T1,,,WES
6053a7661f537262530d81f3,WUSTL/dbGaP_batch1/WES/WU-L029-N1.WES.r1.fastq.gz,2529720802,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L029,,,,,,,,,,WU-L029,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d8223,WUSTL/dbGaP_batch1/WES/WU-L029-N1.WES.r2.fastq.gz,2597820957,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L029,,,,,,,,,,WU-L029,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
6053a7661f537262530d822b,WUSTL/dbGaP_batch1/WES/WU-L029-T1-X1P0.WES.r1.fastq.gz,1552695831,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L029,,,,,,,,,,WU-L029,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L029-T1,,,,,WU-L029-T1,,,WES
6053a7661f537262530d82ae,WUSTL/dbGaP_batch1/WES/WU-L029-T1-X1P0.WES.r2.fastq.gz,1586152553,pdxnet/pdxnet-datapool,,,,,,,PDX,,,,,,WU-L029,,,,,,,,,,WU-L029,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,WU-L029-T1,,,,,WU-L029-T1,,,WES
6053a7661f537262530d81f5,WUSTL/dbGaP_batch1/WES/WU-L030-N1.WES.r1.fastq.gz,1815187371,pdxnet/pdxnet-datapool,,,,,,,Human_normal,,,,,,WU-L030,,,,,,,,,,WU-L030,,,,,,,,,,,,,,,,,,,,,WUSTL,,,,,,,,,,,,,,,,,,WES
